,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
5138,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,My Lord Greyjoy.,sadness,0.2829116880893707
5139,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I see you've finally learned how to address your betters. What do you want? I was brought here a captive.,surprise,0.4275064766407013
5140,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,You were here the day I was taken.,neutral,0.7824482917785645
5141,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I'm the one who took you. What of it?,surprise,0.7170529961585999
5142,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,Let me serve you.,neutral,0.3756925165653229
5143,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Serve me how? I need fighters, not kitchen sluts.",neutral,0.9041306376457214
5144,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,It was Robb Stark who put me in the kitchens. Put a spear in my hand again.,anger,0.41044336557388306
5145,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,So you can bury it in my neck? Do you take me for a fool? Get up.,anger,0.8958380818367004
5146,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,Step aside.,neutral,0.7164207696914673
5147,2012-05-06,Season 2,Episode 6,The Old Gods and the New,osha,"It's your dream, little lord. The ocean has come to swallow this place. I ain't letting it drown me.",neutral,0.5969935059547424
5148,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,You'll all go about your tasks as usual. And in a few days' time-,neutral,0.9454178810119629
5149,2012-05-06,Season 2,Episode 6,The Old Gods and the New,black lorren,Greyjoy!,joy,0.6223864555358887
5150,2012-05-06,Season 2,Episode 6,The Old Gods and the New,black lorren,We caught this one on his way back from Torrhen's Square. Took out two of ours before I got his sword.,neutral,0.8064343929290771
5151,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Ser Rodrik, it grieves me that we meet as foes.",disgust,0.5748323202133179
5152,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,It grieves me you've less honor than a back alley whore. You were raised here under this roof. These people are your people.,disgust,0.833336353302002
5153,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,They are not my people.,neutral,0.8045194745063782
5154,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,King Robb thought of you as a brother.,disgust,0.5227017402648926
5155,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"My brothers are dead. They died fighting Stark men, men like you.",sadness,0.9497674107551575
5156,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,"Aye, they died fighting a war your father started. Lord Stark raised you among his own sons.",sadness,0.8314359784126282
5157,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Among them, but not one of them. I was his hostage, taken from my home.",sadness,0.37436580657958984
5158,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,If he were alive to see this,neutral,0.5959935188293457
5159,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,He's not. He's dead. The Seven Kingdoms are at war. And Winterfell is mine.,sadness,0.4579505920410156
5160,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,I should have put a sword in your belly instead of in your hand.,anger,0.5761317610740662
5161,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"You've served this house faithfully, old man. But keep talking and I'll-",neutral,0.5534558892250061
5162,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Take him to the cells. Lock him up,neutral,0.6608684659004211
5163,2012-05-06,Season 2,Episode 6,The Old Gods and the New,dagmer,My prince. You cannot let that stand. He must pay.,anger,0.8500987887382507
5164,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I'll lock him in a cell until he rots.,neutral,0.5083499550819397
5165,2012-05-06,Season 2,Episode 6,The Old Gods and the New,dagmer,"No, he has to pay the iron price. They'll never respect you while he lives.",anger,0.4084029495716095
5166,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Ser Rodrik, I sentence you to death!",anger,0.8224459290504456
5167,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,No! You said no harm would come to them if I yielded.,anger,0.9065617322921753
5168,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,The old man couldn't keep his mouth shut.,disgust,0.6926591992378235
5169,2012-05-06,Season 2,Episode 6,The Old Gods and the New,luwin,I urge you not to make a hasty decision.,fear,0.8203346133232117
5170,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"He disrespected me in front of my men. That was his decision, not mine.",disgust,0.9463637471199036
5171,2012-05-06,Season 2,Episode 6,The Old Gods and the New,luwin,"He is worth more to you alive than dead. The Starks will pay. Please, Theon, think what you do.",neutral,0.4587569236755371
5172,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,You'll address me as Prince Theon or you'll be next.,neutral,0.9688755869865417
5173,2012-05-06,Season 2,Episode 6,The Old Gods and the New,dagmer,Come.,neutral,0.8737598061561584
5174,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,No! No! Theon! Please. Ser Rodrik!,fear,0.3890685439109802
5175,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,He who passes the sentence should swing the sword.,anger,0.6026475429534912
5176,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,I'm begging you.,sadness,0.46568456292152405
5177,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,Coward.,disgust,0.8427256941795349
5178,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,Stop. Stop! Stop right now!,anger,0.7983646392822266
5179,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"You don't give commands anymore, little lord.",anger,0.6321632862091064
5180,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,"Please, stop this. Please stop him.",anger,0.6386165022850037
5181,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,"Hush now, child. I'm off to see your father.",neutral,0.4390318989753723
5182,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,"You said no harm would come! You said no harm would come. Theon, please.",anger,0.4579572379589081
5183,2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Any last words, old man?",neutral,0.6174846887588501
5184,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rodrik,"Gods help you, Theon Greyjoy. Now you are truly lost.",sadness,0.8829875588417053
5185,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,"Theon, please don't.",neutral,0.3574237823486328
5186,2012-05-06,Season 2,Episode 6,The Old Gods and the New,rickon,Do something!,anger,0.9252207279205322
5187,2012-05-06,Season 2,Episode 6,The Old Gods and the New,bran stark,"I'll do anything, please! No, please stop it!",anger,0.5446730852127075
5188,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,"Ghost, stay with us. Ghost!",fear,0.6099709868431091
5189,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,There goes your pet.,neutral,0.7771807312965393
5190,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,He's not a pet.,neutral,0.6620696783065796
5191,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"No, you're right, he's not. You can't tame a wild thing. You can't trust a wild thing.",neutral,0.5049257874488831
5192,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,Ghost is different.,fear,0.5338053703308105
5193,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"So you think. Wild creatures have their own rules, their own reasons. And you'll never know them. Now the wildlings we're looking for sleep during the day and hunt at night.",neutral,0.9453527927398682
5194,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I thought you said you couldn't know wild things.,surprise,0.8579367399215698
5195,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,I said you can't. They find a nice cave to hide in while the sun's up and do their killing when it's dark.,neutral,0.7560960054397583
5196,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,We could do the same.,neutral,0.9432368278503418
5197,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"No, we couldn't. This is their country. They know where to walk, where not to walk. I've lost good men who fell into a crevasse they didn't see till they were in it.",neutral,0.8060628771781921
5198,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,My father always said I'm of the North.,neutral,0.8729264140129089
5199,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I wasn't joking.,disgust,0.3611813485622406
5200,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"Look around, boy. This look like home to you? You start thinking you know this place, it will kill you. You understand me?",anger,0.37279096245765686
5201,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"No, you don't. We're at war. We've always been at war. It's never going to end 'cause we're not fighting an enemy. We're fighting the North, and it's not going anywhere. The Watch has given you a great gift. You only have one thing to give in return, your life.",neutral,0.8159563541412354
5202,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I'll gladly give my life.,joy,0.9347100853919983
5203,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"I don't want you to be glad about it. I want you to curse and fight until your heart's done pumping. And know this, boy. Your death will be a gift for them south of the Wall. They'll never know what you've done. They'll never know how you died. They won't even know your damn name. But they'll be alive because some nameless bastard north of the Wall gave his life for theirs. Now, do you understand me?",anger,0.7203418612480164
5204,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I do.,neutral,0.8885510563850403
5205,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"You're even dumber than you look. It's just words, boy, to keep us a little warmer in the night. Make us feel like we've got a purpose. Come on. We've got to find these goat fuckers before night falls and they find us.",disgust,0.4788033068180084
5206,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Can you read?,surprise,0.648604691028595
5207,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,My lord?,surprise,0.9219285845756531
5208,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,This letter detailing our infantry movements was meant for Lord Damon of House Marbrand. It was sent to Lord Marlyn of House Dormand.,neutral,0.9503007531166077
5209,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,"My apologies, my lord. I must have-",sadness,0.864310622215271
5210,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Girl, fetch me the History of the Greater and the Lesser Houses. It's the one on this-",neutral,0.9310314059257507
5211,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,My cupbearer can read better than you.,neutral,0.8921900987625122
5212,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,To whom does House Dormand owe allegiance?,neutral,0.8901095986366272
5213,2012-05-06,Season 2,Episode 6,The Old Gods and the New,armory,"My lord, I-",surprise,0.6869484782218933
5214,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"To the Starks of Winterfell! Who have twenty thousand men and my son! I judged you might be good for something more than brutalizing peasants. I see I overestimated you. If you ever put my son's life at risk again, I'll Leave us.",anger,0.8609541058540344
5215,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Put the book away, girl. Maybe you should devise our next battle plan while you're about it.",neutral,0.8115601539611816
5216,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Lord Petyr Baelish.,disgust,0.4722500145435333
5217,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Mmm. Give us the room.,neutral,0.9086922407150269
5218,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Clear all this.,neutral,0.901642918586731
5219,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,Lord Tywin.,neutral,0.570767879486084
5220,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Baelish.,fear,0.44877761602401733
5221,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Wine?,surprise,0.7841991186141968
5222,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,Thank you.,neutral,0.6663596034049988
5223,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,What news from the capital?,surprise,0.5492079854011536
5224,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,I traveled here directly from Renly Baratheon's camp.,neutral,0.45775407552719116
5225,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Ah, the late King Renly. Rather a short reign. Murdered by a woman, I hear.",sadness,0.5352966785430908
5226,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,So they say. There has been talk of other forces at work. Dark forces.,neutral,0.887458860874176
5227,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Here. Men love to blame demons when their grand plans unravel.,neutral,0.35990071296691895
5228,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,It is my belief that a moment of chaos affords opportunities lost soon after.,neutral,0.5691363215446472
5229,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"You say that as if you were the first man alive to think it. Yes, a crisis is an opportunity. What other brilliant insights have you brought me today?",neutral,0.6633902192115784
5230,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"After the Lannisters and the Starks, the Tyrells command the largest host. Their lands are the most fertile in the Seven Kingdoms, feeding horses and soldiers.",neutral,0.835293173789978
5231,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Yes, yes, yes.",neutral,0.6292172074317932
5232,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,The Tyrells have not yet declared for any of the surviving kings. Loras wants revenge. He blames Stannis for Renly's death. And Margaery-,anger,0.932988703250885
5233,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Wants to be queen.,sadness,0.43177831172943115
5234,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"Yes, she does.",neutral,0.8416159749031067
5235,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,House Tyrell rebelled against the Iron Throne. Against my grandson.,anger,0.806695818901062
5236,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"They did. And perhaps that treason should be punished one day, after Stannis and Robb Stark are defeated.",neutral,0.5978729128837585
5237,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,More wine for Lord Baelish.,neutral,0.6736137866973877
5238,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"If you will allow me to represent your family's interests, I believe that an advantageous agreement TYWIN",joy,0.4319932758808136
5239,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,They have.,neutral,0.9340881109237671
5240,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"Pardon, my lord.",disgust,0.5633417963981628
5241,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,It's only wine.,neutral,0.9509972333908081
5242,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,You would ride there yourself?,neutral,0.7080278992652893
5243,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"Tonight, with your leave.",neutral,0.4395592212677002
5244,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"I'll have an answer by nightfall. That'll be all, girl.",neutral,0.9551293849945068
5245,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,And what else?,neutral,0.6507683396339417
5246,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,"On your son Tyrion's directive, I met with Catelyn Stark.",fear,0.577011227607727
5247,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Why?,surprise,0.9258126616477966
5248,2012-05-06,Season 2,Episode 6,The Old Gods and the New,petyr baelish,He had an interesting proposal for her concerning her daughters.,neutral,0.4218229651451111
5249,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Hmm.,neutral,0.8234969973564148
5250,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,A girl.,disgust,0.8446265459060669
5251,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,A wildling.,disgust,0.5107744336128235
5252,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,We could question her.,neutral,0.4384373724460602
5253,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,You could. She won't answer. I've known a wildling to bite off his tongue instead of talking.,anger,0.5315868258476257
5254,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,What's your name?,neutral,0.4794054627418518
5255,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Ygritte.,disgust,0.8065765500068665
5256,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"She was reaching for this ax when you got to her. Give her half a chance, she'll bury it in your face.",anger,0.8629531860351562
5257,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,I gave you my name.,neutral,0.6321818828582764
5258,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I'm Jon Snow.,neutral,0.8193919062614441
5259,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,You ought to burn them you killed.,anger,0.9394562840461731
5260,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"We'd need a big fire for that. Tell me, Ygritte. Why do you want us to build a big fire? Are there some more friends in the area?",anger,0.4350486993789673
5261,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Burn them or maybe you'll need those swords again.,anger,0.6317894458770752
5262,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,Our boy here's already killed one dead man. He can do it again if he has to. What waits beyond the pass?,disgust,0.42881152033805847
5263,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,The Free Folk.,neutral,0.8252903819084167
5264,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,How many?,surprise,0.6865662932395935
5265,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"Hundreds and thousands. More than you've ever seen, crow.",neutral,0.8287959694862366
5266,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,Why come to the mountains? What's in the Frostfangs your king could want?,neutral,0.37285664677619934
5267,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,Do you mean to march on the Wall?,anger,0.34576132893562317
5268,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"Do you know who I am, girl?",neutral,0.422736793756485
5269,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Qhorin Halfhand.,neutral,0.6918960809707642
5270,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"Tell me true. If your people captured me, would they take me prisoner?",anger,0.6948530077934265
5271,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"They'd take your head off your shoulders if they was feeling kind. If not, they'd kill you slow.",neutral,0.6901586651802063
5272,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,We have no food for her. Can't spare a man to watch her. Can't let her go. She'll bring Mance Rayder's army down on us. It needs to be done. Want me to do it?,anger,0.6797500848770142
5273,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,"No. No, I'll do it.",anger,0.4257711172103882
5274,2012-05-06,Season 2,Episode 6,The Old Gods and the New,qhorin,"Come, brothers. We'll leave him to it. We'll meet you at the top. Don't take too long. We're deep in their country now.",neutral,0.9106031060218811
5275,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"You never killed a woman before, did you? You don't need to do it. Mance would take you. I know he would. There's secret ways. The crows would never catch us.",anger,0.4353104829788208
5276,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I'm as much a crow as they are.,neutral,0.6872928738594055
5277,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Will you burn me? After?,anger,0.7421024441719055
5278,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,Can't. Someone might see the smoke.,disgust,0.5711182355880737
5279,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"Strike hard and true, Jon Snow, or I'll come back and haunt you. That's cold.",fear,0.858410120010376
5280,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Go on. Be quick about it.,neutral,0.8446208834648132
5281,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"Do it. Bastard, do it!",anger,0.8660578727722168
5282,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,You can't do it. We both know it.,anger,0.6358426213264465
5283,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,"The sun's going down, Jon Snow. And your friends are nowhere close.",sadness,0.7293354272842407
5284,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jon snow,I'll find them.,neutral,0.9644926190376282
5285,2012-05-06,Season 2,Episode 6,The Old Gods and the New,ygritte,Call for them. Go on. Call loudly.,anger,0.5178197026252747
5286,2012-05-06,Season 2,Episode 6,The Old Gods and the New,septon,May the Seven guide the princess on her journey. May the Mother give her health. May the crone give her wisdom. May the warrior give her courage.,neutral,0.7377439737319946
5287,2012-05-06,Season 2,Episode 6,The Old Gods and the New,cersei lannister,"One day I pray you love someone. I pray you love her so much, when you close your eyes, you see her face. I want that for you. I want you to know what it's like to love someone, to truly love someone. Before I take her from you.",neutral,0.7574416995048523
5288,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,You sound like a little cat mewling for his mother. Princes don't cry.,disgust,0.5621306896209717
5289,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sansa stark,I saw you cry.,sadness,0.9159789681434631
5290,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,"Did you say something, my lady?",surprise,0.5347800850868225
5291,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sansa stark,My little brother cried when I left Winterfell.,sadness,0.9861353635787964
5292,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,So?,surprise,0.8687905669212341
5293,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sansa stark,It seems a normal thing.,neutral,0.7117425799369812
5294,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Is your little brother a prince?,surprise,0.7215920090675354
5295,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sansa stark,No.,neutral,0.8298870921134949
5296,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,"Not really relevant then, is it? Come, dog.",disgust,0.5733922123908997
5297,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,"Hail Joffrey! Hail to the King. Seven blessings on you, Your Grace.",joy,0.8531079292297363
5298,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Murderer! Bastard!,disgust,0.4931870102882385
5299,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,All hail the King.,joy,0.5902712345123291
5300,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,He's no king.,neutral,0.8412705063819885
5301,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,He's a bastard!,anger,0.6982515454292297
5302,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,"Please, Your Grace, we're hungry.",neutral,0.5022731423377991
5303,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Freak.,neutral,0.8020269274711609
5304,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,Get the Prince back to the Keep now.,neutral,0.8129006624221802
5305,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,"Yes, my lord. Come, quickly.",neutral,0.3724536597728729
5306,2012-05-06,Season 2,Episode 6,The Old Gods and the New,woman,"Please, Your Grace, give us some food!",anger,0.5851349234580994
5307,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,"Bread, Your Grace, please!",disgust,0.3565009534358978
5308,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Who threw that? I want the man who threw that. Find who did that and bring him to me!,anger,0.7549445033073425
5309,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Hold on!,anger,0.9201499819755554
5310,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Hold them back!,anger,0.9554542303085327
5311,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Just kill them! Kill them all!,anger,0.9286945462226868
5312,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,Move. Move!,anger,0.41035494208335876
5313,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Pull back!,anger,0.8149591684341431
5314,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Tear him to pieces!,anger,0.7635601162910461
5315,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,What are you doing? I want these people executed!,anger,0.832939863204956
5316,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sandor clegane,And they want the same for you.,neutral,0.49363505840301514
5317,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,Where's Sansa?,neutral,0.8045995235443115
5318,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Through the door.,fear,0.5218971371650696
5319,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Come on.,anger,0.4805087149143219
5320,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Push hard.,neutral,0.7931006550788879
5321,2012-05-06,Season 2,Episode 6,The Old Gods and the New,meryn,Protect the king!,anger,0.7244521975517273
5322,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Get back!,neutral,0.38841956853866577
5323,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Fall back! Keep him safe!,anger,0.4877221882343292
5324,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Come in! Come in!,anger,0.36702364683151245
5325,2012-05-06,Season 2,Episode 6,The Old Gods and the New,cuard,Keep him safe!,neutral,0.39949530363082886
5326,2012-05-06,Season 2,Episode 6,The Old Gods and the New,crowd,Motherfucker! Brotherfucker!,anger,0.8487365245819092
5327,2012-05-06,Season 2,Episode 6,The Old Gods and the New,guard,Watch out. Hold them back.,fear,0.5415967702865601
5328,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Hey.,neutral,0.4196615219116211
5329,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Traitors! I'll have all their heads.,neutral,0.542665421962738
5330,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"Oh, you blind, bloody fool!",anger,0.6726488471031189
5331,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,You can't insult me.,anger,0.9156411290168762
5332,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"We've had vicious kings and we've had idiot kings, but I don't know if we've ever been cursed with a vicious idiot for a king.",disgust,0.5225539803504944
5333,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,You can't-,neutral,0.33741992712020874
5334,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"I can, I am.",neutral,0.5795706510543823
5335,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,They attacked me!,anger,0.8141728639602661
5336,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"They threw a cow pie at you, so you decided to kill them all? They're starving, you fool! All because of a war you started.",anger,0.6015831828117371
5337,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,You're talking to a king!,anger,0.5044736266136169
5338,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,And now I've struck a king. Did my hand fall from my wrist? Where is the Stark girl?,surprise,0.3945491909980774
5339,2012-05-06,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Let them have her!,anger,0.9183822274208069
5340,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"If she dies, you'll never get your Uncle Jaime back! You owe him quite a bit, you know.",anger,0.5555118918418884
